NM_UE;NR_CANDIDATO;NM_CANDIDATO;DS_SITUACAO_CANDIDATURA;DS_DETALHE_SITUACAO_CAND;TP_AGREMIACAO;NR_PARTIDO;SG_PARTIDO;NM_PARTIDO;NM_COLIGACAO;DS_COMPOSICAO_COLIGACAO;DT_NASCIMENTO;DS_GENERO;DS_GRAU_INSTRUCAO;DS_ESTADO_CIVIL;DS_COR_RACA;DS_OCUPACAO;DS_SIT_TOT_TURNO
CURITIBA;15369;JORANDIR FERREIRA;APTO;DEFERIDO;COLIGAÇÃO;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;CURITIBA JUSTA E SUSTENTAVEL;PMDB / REDE;13/12/1964 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;OUTROS;SUPLENTE
CURITIBA;36100;NELSON FERREIRA;APTO;DEFERIDO;COLIGAÇÃO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;CURITIBA MAIS FORTE;PTC / PPL / PC do B;08/12/1970 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;TRABALHADOR DE USINAGEM DE METAIS;NÃO ELEITO
CURITIBA;11409;MANOEL PEREIRA DA COSTA;INAPTO;INDEFERIDO;COLIGAÇÃO;11;PP;PARTIDO PROGRESSISTA;VEREADORES RENOVA CURITIBA;PP / PR / PMB;04/02/1947 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);#NULO#
CURITIBA;11063;GEORGE LUIZ BRUNETTI FILHO;INAPTO;INDEFERIDO;COLIGAÇÃO;11;PP;PARTIDO PROGRESSISTA;VEREADORES RENOVA CURITIBA;PP / PR / PMB;16/02/1987 00:00;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);BRANCA;OUTROS;#NULO#
CURITIBA;12612;ANDRÉA RODRIGUES PIANARO;APTO;DEFERIDO;COLIGAÇÃO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;PDT-PRB;PDT / PRB;16/08/1974 00:00;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;PROFESSOR DE ENSINO FUNDAMENTAL;SUPLENTE
CURITIBA;23041;RAFAEL DE TARSO SCHROEDER;APTO;DEFERIDO;PARTIDO ISOLADO;23;PPS;PARTIDO POPULAR SOCIALISTA;PARTIDO ISOLADO;PPS;19/04/1982 00:00;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;PROFESSOR DE ENSINO MÉDIO;SUPLENTE
CURITIBA;13435;GISELLE CHRISTINE ROESLER DOS SANTOS;APTO;DEFERIDO;PARTIDO ISOLADO;13;PT;PARTIDO DOS TRABALHADORES;PARTIDO ISOLADO;PT;18/06/1973 00:00;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;PROFESSOR DE ENSINO FUNDAMENTAL;SUPLENTE
CURITIBA;70333;SONJA MORILHAS CHIUS;APTO;DEFERIDO;COLIGAÇÃO;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;Curitiba melhor;PSDB / PT do B;23/01/1957 00:00;FEMININO;ENSINO FUNDAMENTAL COMPLETO;VIÚVO(A);BRANCA;COMERCIANTE;SUPLENTE
CURITIBA;17777;RENATO BAGGIO BERBICZ;APTO;DEFERIDO;PARTIDO ISOLADO;17;PSL;PARTIDO SOCIAL LIBERAL;PARTIDO ISOLADO;PSL;09/08/1975 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;PUBLICITÁRIO;NÃO ELEITO
CURITIBA;10777;JUCIMAR SANTANA;APTO;DEFERIDO;COLIGAÇÃO;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;PDT-PRB;PDT / PRB;20/05/1957 00:00;MASCULINO;ENSINO MÉDIO INCOMPLETO;CASADO(A);BRANCA;MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS;SUPLENTE
CURITIBA;18555;RINALDO FRANCISCO DE LIMA;APTO;DEFERIDO;COLIGAÇÃO;18;REDE;REDE SUSTENTABILIDADE;CURITIBA JUSTA E SUSTENTAVEL;PMDB / REDE;19/01/1973 00:00;MASCULINO;ENSINO MÉDIO INCOMPLETO;CASADO(A);PARDA;EMPRESÁRIO;SUPLENTE
CURITIBA;55;NEY LEPREVOST NETO;APTO;DEFERIDO;COLIGAÇÃO;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;CORRENTE DO BEM;PSC / PSD / PEN / PTC / PPL / PC do B / PSL;26/10/1973 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;DEPUTADO;2º TURNO
CURITIBA;20977;CHARLES RENE MICHELON;APTO;DEFERIDO;PARTIDO ISOLADO;20;PSC;PARTIDO SOCIAL CRISTÃO;PARTIDO ISOLADO;PSC;28/02/1982 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;TÉCNICO DE ELETRICIDADE, ELETRÔNICA E TELECOMUNICAÇÕES;SUPLENTE
CURITIBA;33444;ADRIANE TELEGINSKI;APTO;DEFERIDO;COLIGAÇÃO;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;CURITIBA, INOVAÇÃO E AMOR - PMN - PSB  e DEM;PMN / PSB / DEM;09/07/1987 00:00;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;OUTROS;SUPLENTE
CURITIBA;44222;NORIVAL DA SILVA;APTO;DEFERIDO;PARTIDO ISOLADO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;PARTIDO ISOLADO;PRP;04/08/1967 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;EMPRESÁRIO;SUPLENTE
CURITIBA;77021;JOSE HENIO SILVA;APTO;DEFERIDO;PARTIDO ISOLADO;77;SD;SOLIDARIEDADE;PARTIDO ISOLADO;SD;16/03/1956 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);PRETA;VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA;SUPLENTE
CURITIBA;43100;THIAGO HENRIQUE FOLADOR;APTO;DEFERIDO;PARTIDO ISOLADO;43;PV;PARTIDO VERDE;PARTIDO ISOLADO;PV;08/04/1985 00:00;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;EMPRESÁRIO;SUPLENTE
CURITIBA;15551;FLORENCIA VALERIA GALASTRI;APTO;DEFERIDO;COLIGAÇÃO;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;CURITIBA JUSTA E SUSTENTAVEL;PMDB / REDE;11/09/1960 00:00;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;PROFESSOR DE ENSINO FUNDAMENTAL;SUPLENTE
CURITIBA;14277;ELAINE ESMANHOTTO BARETA;APTO;DEFERIDO;PARTIDO ISOLADO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;PARTIDO ISOLADO;PTB;21/09/1966 00:00;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;PEDAGOGO;SUPLENTE
CURITIBA;50550;RENATO DE ALMEIDA FREITAS JUNIOR;APTO;DEFERIDO;COLIGAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;Frente de Esquerda;PSOL / PCB;12/12/1983 00:00;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PRETA;ADVOGADO;NÃO ELEITO
CURITIBA;27888;JUDITH DA APARECIDA SCHUNSKI;APTO;DEFERIDO;PARTIDO ISOLADO;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;PARTIDO ISOLADO;PSDC;22/01/1967 00:00;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS;SUPLENTE
CURITIBA;40282;WALDINEY MARCOS RUPPEL;APTO;DEFERIDO;COLIGAÇÃO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;CURITIBA, INOVAÇÃO E AMOR - PMN - PSB  e DEM;PMN / PSB / DEM;31/12/1963 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;EMPRESÁRIO;SUPLENTE
CURITIBA;19090;GISELI DE OLIVEIRA COSTA;APTO;DEFERIDO;PARTIDO ISOLADO;19;PTN;PARTIDO TRABALHISTA NACIONAL;PARTIDO ISOLADO;PTN;05/09/1978 00:00;FEMININO;ENSINO MÉDIO INCOMPLETO;CASADO(A);BRANCA;OUTROS;SUPLENTE
CURITIBA;33166;LEONICE MOTTA VIEIRA;APTO;DEFERIDO;COLIGAÇÃO;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;CURITIBA, INOVAÇÃO E AMOR - PMN - PSB  e DEM;PMN / PSB / DEM;19/03/1961 00:00;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);PRETA;SERVIDOR PÚBLICO MUNICIPAL;SUPLENTE
CURITIBA;55669;ACYR HAFEZ JOSE FILHO;APTO;DEFERIDO;PARTIDO ISOLADO;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;PARTIDO ISOLADO;PSD;23/10/1970 00:00;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);BRANCA;EMPRESÁRIO;SUPLENTE
CURITIBA;23242;MAYKON ROGERIO VIDAL;APTO;DEFERIDO;PARTIDO ISOLADO;23;PPS;PARTIDO POPULAR SOCIALISTA;PARTIDO ISOLADO;PPS;07/08/1978 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;EMPRESÁRIO;SUPLENTE
CURITIBA;10133;ROSBLITER BATISTA LIMA;APTO;DEFERIDO;COLIGAÇÃO;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;PDT-PRB;PDT / PRB;03/08/1949 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);PARDA;OUTROS;SUPLENTE
CURITIBA;50222;DAIANA TRINDADE FURTADO;APTO;DEFERIDO;COLIGAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;Frente de Esquerda;PSOL / PCB;22/04/1981 00:00;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);PRETA;PROFESSOR DE ENSINO MÉDIO;NÃO ELEITO
CURITIBA;45321;ANDERSON NOGUEIRA DA SILVA;APTO;DEFERIDO;COLIGAÇÃO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;Curitiba melhor;PSDB / PT do B;13/01/1981 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;EMPRESÁRIO;SUPLENTE
CURITIBA;77377;CLOVIS NEI AGUILAR RODRIGUES;APTO;DEFERIDO;PARTIDO ISOLADO;77;SD;SOLIDARIEDADE;PARTIDO ISOLADO;SD;20/09/1977 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;OUTROS;SUPLENTE
CURITIBA;20050;JOSÉ HENRIQUE DI LUCA;APTO;DEFERIDO;PARTIDO ISOLADO;20;PSC;PARTIDO SOCIAL CRISTÃO;PARTIDO ISOLADO;PSC;25/04/1978 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;EMPRESÁRIO;SUPLENTE
CURITIBA;43112;ARIADNE NASCIMENTO DA SILVEIRA BONATO;APTO;DEFERIDO;PARTIDO ISOLADO;43;PV;PARTIDO VERDE;PARTIDO ISOLADO;PV;18/08/1989 00:00;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;ADVOGADO;SUPLENTE
CURITIBA;40500;SINTIA ALVES DOS SANTOS;APTO;DEFERIDO;COLIGAÇÃO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;CURITIBA, INOVAÇÃO E AMOR - PMN - PSB  e DEM;PMN / PSB / DEM;14/04/1983 00:00;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PRETA;VIGILANTE;SUPLENTE
CURITIBA;50;RODOLFO BRANDÃO DE PROENÇA JARUGA;APTO;DEFERIDO;COLIGAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;Frente de Esquerda;PSOL / PCB;10/07/1982 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;SERVIDOR PÚBLICO ESTADUAL;NÃO ELEITO
CURITIBA;20016;EVANGELINA DE MATTOS;APTO;DEFERIDO;PARTIDO ISOLADO;20;PSC;PARTIDO SOCIAL CRISTÃO;PARTIDO ISOLADO;PSC;30/05/1967 00:00;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PRETA;CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES;SUPLENTE
CURITIBA;65222;LINDOMAR DA COSTA AMARAL;APTO;DEFERIDO;COLIGAÇÃO;65;PC do B;PARTIDO COMUNISTA DO BRASIL;CURITIBA MAIS FORTE;PTC / PPL / PC do B;25/09/1974 00:00;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);PARDA;COMERCIANTE;NÃO ELEITO
CURITIBA;13456;SILVANA FRANCISCO;APTO;DEFERIDO;PARTIDO ISOLADO;13;PT;PARTIDO DOS TRABALHADORES;PARTIDO ISOLADO;PT;15/11/1968 00:00;FEMININO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);SUPLENTE
CURITIBA;28008;TATIANE VIERGUTZ;APTO;DEFERIDO;PARTIDO ISOLADO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;PARTIDO ISOLADO;PRTB;29/07/1978 00:00;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;OUTROS;NÃO ELEITO
CURITIBA;90156;LEÔNIDAS EDSON KUZMA;APTO;DEFERIDO;PARTIDO ISOLADO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;PARTIDO ISOLADO;PROS;23/07/1971 00:00;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;ADMINISTRADOR;ELEITO POR QP
CURITIBA;31300;GERALDO ALVES JACINTHO JUNIOR;APTO;DEFERIDO;PARTIDO ISOLADO;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;PARTIDO ISOLADO;PHS;08/02/1979 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;OUTROS;NÃO ELEITO
CURITIBA;55555;JAIRO MARCELINO DA SILVA;APTO;DEFERIDO;PARTIDO ISOLADO;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;PARTIDO ISOLADO;PSD;18/07/1943 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;VEREADOR;ELEITO POR QP
CURITIBA;28234;VICENTE MEDEIROS BARBOSA;APTO;DEFERIDO;PARTIDO ISOLADO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;PARTIDO ISOLADO;PRTB;20/07/1965 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;OUTROS;NÃO ELEITO
CURITIBA;27777;ALGACIR MIKALOVSKI;APTO;DEFERIDO;PARTIDO ISOLADO;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;PARTIDO ISOLADO;PSDC;17/04/1973 00:00;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;SERVIDOR PÚBLICO FEDERAL;SUPLENTE
CURITIBA;18020;LUCIANO RIBEIRO SANT ANNA;APTO;DEFERIDO;COLIGAÇÃO;18;REDE;REDE SUSTENTABILIDADE;CURITIBA JUSTA E SUSTENTAVEL;PMDB / REDE;30/11/1948 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);SUPLENTE
CURITIBA;17187;ELOI BRAZ CALIONIS GOMES;APTO;DEFERIDO;PARTIDO ISOLADO;17;PSL;PARTIDO SOCIAL LIBERAL;PARTIDO ISOLADO;PSL;11/09/1977 00:00;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);BRANCA;MOTOBOY;NÃO ELEITO
CURITIBA;50777;GEORGE FRANCO DA SILVA;APTO;DEFERIDO;COLIGAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;Frente de Esquerda;PSOL / PCB;30/01/1989 00:00;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);PARDA;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;NÃO ELEITO
CURITIBA;20012;MARCOS PAULO PASSOS ROSA;APTO;DEFERIDO;PARTIDO ISOLADO;20;PSC;PARTIDO SOCIAL CRISTÃO;PARTIDO ISOLADO;PSC;25/11/1974 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;PROFESSOR DE ENSINO MÉDIO;SUPLENTE
CURITIBA;43043;FREDERICO OTTO LEODEGAR KILIAN;APTO;DEFERIDO;PARTIDO ISOLADO;43;PV;PARTIDO VERDE;PARTIDO ISOLADO;PV;07/10/1955 00:00;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;ADVOGADO;SUPLENTE
CURITIBA;45145;FRANCISCO CARLOS DOS SANTOS GARCEZ;APTO;DEFERIDO;COLIGAÇÃO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;Curitiba melhor;PSDB / PT do B;15/09/1963 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);BRANCA;EMPRESÁRIO;SUPLENTE
CURITIBA;22011;PAULO ROBERTO RINK;APTO;DEFERIDO;COLIGAÇÃO;22;PR;PARTIDO DA REPÚBLICA;VEREADORES RENOVA CURITIBA;PP / PR / PMB;21/02/1973 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;VEREADOR;ELEITO POR QP
CURITIBA;22144;CARLOS ALVES JUNIOR;APTO;DEFERIDO;COLIGAÇÃO;22;PR;PARTIDO DA REPÚBLICA;VEREADORES RENOVA CURITIBA;PP / PR / PMB;13/12/1968 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;MOTORISTA DE VEÍCULOS DE TRANSPORTE DE CARGA;SUPLENTE
CURITIBA;14200;ISMAR DA SILVA;APTO;DEFERIDO;PARTIDO ISOLADO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;PARTIDO ISOLADO;PTB;02/01/1966 00:00;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);BRANCA;OUTROS;SUPLENTE
CURITIBA;12000;JONNY MAGALHAES STICA;APTO;DEFERIDO;COLIGAÇÃO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;PDT-PRB;PDT / PRB;10/10/1983 00:00;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;ARQUITETO;SUPLENTE
CURITIBA;28049;MARCOS ROBERTO DE LIMA;APTO;DEFERIDO;PARTIDO ISOLADO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;PARTIDO ISOLADO;PRTB;22/10/1981 00:00;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);BRANCA;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;NÃO ELEITO
CURITIBA;55551;MARIA DOROTHEIA SICURO VALLE;APTO;DEFERIDO;PARTIDO ISOLADO;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;PARTIDO ISOLADO;PSD;22/09/1951 00:00;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;PROFESSOR DE ENSINO FUNDAMENTAL;SUPLENTE
CURITIBA;77373;IRLANI ROSA DE JESUS;APTO;DEFERIDO;PARTIDO ISOLADO;77;SD;SOLIDARIEDADE;PARTIDO ISOLADO;SD;06/09/1973 00:00;FEMININO;SUPERIOR INCOMPLETO;SOLTEIRO(A);BRANCA;OUTROS;SUPLENTE
CURITIBA;44700;PAULO DUARTE;APTO;DEFERIDO;PARTIDO ISOLADO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;PARTIDO ISOLADO;PRP;18/02/1955 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;OUTROS;SUPLENTE
CURITIBA;44134;MARIA DIRCE PURKOTT;APTO;DEFERIDO;PARTIDO ISOLADO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;PARTIDO ISOLADO;PRP;04/07/1970 00:00;FEMININO;SUPERIOR INCOMPLETO;CASADO(A);BRANCA;EMPRESÁRIO;SUPLENTE
CURITIBA;90001;MARIA MAR SILVA;APTO;DEFERIDO;PARTIDO ISOLADO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;PARTIDO ISOLADO;PROS;12/01/1962 00:00;FEMININO;ENSINO FUNDAMENTAL COMPLETO;VIÚVO(A);BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);SUPLENTE
CURITIBA;90333;EDSON AURELIO BORGES;APTO;DEFERIDO;PARTIDO ISOLADO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;PARTIDO ISOLADO;PROS;10/01/1973 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;ADMINISTRADOR;SUPLENTE
CURITIBA;55104;EMERSON ALVES PINTO;APTO;DEFERIDO;PARTIDO ISOLADO;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;PARTIDO ISOLADO;PSD;26/07/1960 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;BANCÁRIO E ECONOMIÁRIO;SUPLENTE
CURITIBA;14814;PEDRO DA SILVA E SOUZA;APTO;DEFERIDO;PARTIDO ISOLADO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;PARTIDO ISOLADO;PTB;14/04/1959 00:00;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);SUPLENTE
CURITIBA;12300;LEONIDAS NERY DIAS;APTO;DEFERIDO;COLIGAÇÃO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;PDT-PRB;PDT / PRB;24/01/1986 00:00;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;JORNALISTA E REDATOR;SUPLENTE
CURITIBA;70007;CARLOS ANDRE SILVA TAMEZ;APTO;DEFERIDO;COLIGAÇÃO;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;Curitiba melhor;PSDB / PT do B;10/01/1969 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;FISCAL;SUPLENTE
CURITIBA;33111;MARCILIO JOSE DE OLIVEIRA;APTO;DEFERIDO;COLIGAÇÃO;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;CURITIBA, INOVAÇÃO E AMOR - PMN - PSB  e DEM;PMN / PSB / DEM;17/11/1969 00:00;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);BRANCA;EMPRESÁRIO;SUPLENTE
CURITIBA;27200;ALEXANDRE DOS SANTOS MACHADO;APTO;DEFERIDO;PARTIDO ISOLADO;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;PARTIDO ISOLADO;PSDC;28/09/1968 00:00;MASCULINO;ENSINO MÉDIO INCOMPLETO;SOLTEIRO(A);BRANCA;EMPRESÁRIO;SUPLENTE
CURITIBA;44888;ALBINO SURECK;APTO;DEFERIDO;PARTIDO ISOLADO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;PARTIDO ISOLADO;PRP;13/08/1961 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES;SUPLENTE
CURITIBA;31333;GEOVANE DE LIMA DELGADO;APTO;DEFERIDO;PARTIDO ISOLADO;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;PARTIDO ISOLADO;PHS;27/04/1972 00:00;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;CASADO(A);BRANCA;OUTROS;NÃO ELEITO
CURITIBA;20045;REGINA TRAGANTE GOMES MONTEIRO;APTO;DEFERIDO;PARTIDO ISOLADO;20;PSC;PARTIDO SOCIAL CRISTÃO;PARTIDO ISOLADO;PSC;22/03/1968 00:00;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;PROFESSOR DE ENSINO MÉDIO;SUPLENTE
CURITIBA;20033;LUIZ DURVAL GUIMARÃES RIBEIRO;APTO;DEFERIDO;PARTIDO ISOLADO;20;PSC;PARTIDO SOCIAL CRISTÃO;PARTIDO ISOLADO;PSC;21/06/1957 00:00;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);BRANCA;CABELEIREIRO E BARBEIRO;SUPLENTE
CURITIBA;12369;ELIZEU SANTANA;APTO;DEFERIDO;COLIGAÇÃO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;PDT-PRB;PDT / PRB;11/05/1973 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;OPERADOR DE EQUIPAMENTO DE RÁDIO, TELEVISÃO, SOM E CINEMA;SUPLENTE
CURITIBA;12251;LIGIA MARCIA VIDAL CASSOU;APTO;DEFERIDO;COLIGAÇÃO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;PDT-PRB;PDT / PRB;10/07/1962 00:00;FEMININO;SUPERIOR INCOMPLETO;VIÚVO(A);BRANCA;SERVIDOR PÚBLICO ESTADUAL;SUPLENTE
CURITIBA;14156;SERGIO LUIZ SANTOS DE ANDRADE;APTO;DEFERIDO;PARTIDO ISOLADO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;PARTIDO ISOLADO;PTB;02/11/1966 00:00;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);BRANCA;COMERCIANTE;SUPLENTE
CURITIBA;45333;ROBERTO ROSA REIS;APTO;DEFERIDO;COLIGAÇÃO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;Curitiba melhor;PSDB / PT do B;30/10/1972 00:00;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;EMPRESÁRIO;SUPLENTE
CURITIBA;36180;MARCELO JOSE ARAUJO;APTO;DEFERIDO;COLIGAÇÃO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;CURITIBA MAIS FORTE;PTC / PPL / PC do B;01/05/1969 00:00;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;ADVOGADO;NÃO ELEITO
CURITIBA;77414;EDSON FABIO DA CUNHA;APTO;DEFERIDO;PARTIDO ISOLADO;77;SD;SOLIDARIEDADE;PARTIDO ISOLADO;SD;14/07/1977 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;OUTROS;SUPLENTE
CURITIBA;20070;MARCELO GOMES DE SOUZA;APTO;DEFERIDO;PARTIDO ISOLADO;20;PSC;PARTIDO SOCIAL CRISTÃO;PARTIDO ISOLADO;PSC;07/05/1976 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;EMPRESÁRIO;SUPLENTE
CURITIBA;55233;ZILDO COSTA;APTO;DEFERIDO;PARTIDO ISOLADO;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;PARTIDO ISOLADO;PSD;01/04/1949 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;EMPRESÁRIO;SUPLENTE
