NUMERO_ZONA;CODIGO_CARGO;NUMERO_CAND;SQ_CANDIDATO;NOME_CANDIDATO;NOME_URNA_CANDIDATO;DESCRICAO_CARGO;COD_SIT_CAND_SUPERIOR;DESC_SIT_CAND_SUPERIOR;CODIGO_SIT_CANDIDATO;DESC_SIT_CANDIDATO;CODIGO_SIT_CAND_TOT;DESC_SIT_CAND_TOT;NUMERO_PARTIDO;SIGLA_PARTIDO;NOME_PARTIDO;SEQUENCIAL_LEGENDA;NOME_COLIGACAO;COMPOSICAO_LEGENDA;TOTAL_VOTOS
4;13;25123;1,6E+11;SARAI BATISTA AGIBERT;PROFESSORA SARAI;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;25;DEM;DEMOCRATAS;1,6E+11;UNIDOS POR CURITIBA;PRB / DEM / PHS / PMN / PSB / PSDB / PSD;61
175;13;25670;1,6E+11;JULIETA MARIA BRAGA CORTES FIALHO DOS REIS;JULIETA REIS;VEREADOR;12;APTO;2;DEFERIDO;3;ELEITO POR MÉDIA;25;DEM;DEMOCRATAS;1,6E+11;UNIDOS POR CURITIBA;PRB / DEM / PHS / PMN / PSB / PSDB / PSD;283
178;13;23021;1,6E+11;APARECIDO HERNANDEZ DEL MAZO;DEL MAZO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;23;PPS;PARTIDO POPULAR SOCIALISTA;1,6E+11;PARTIDO ISOLADO;PPS;55
174;13;23200;1,6E+11;ILSON APARECIDO ESTEFANI;ESTEFANI;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;23;PPS;PARTIDO POPULAR SOCIALISTA;1,6E+11;PARTIDO ISOLADO;PPS;21
178;13;22531;1,6E+11;RUBENS VAZ MOREIRA;RUBENS MOREIRA;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;22;PR;PARTIDO DA REPÚBLICA;1,6E+11;INOVA CURITIBA;PR / PC do B;8
178;13;20101;1,6E+11;ENEMAR DE MOURA PASSOS;ENEMAR PASSOS;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;20;PSC;PARTIDO SOCIAL CRISTÃO;1,6E+11;CURITIBA NOVAS IDEIAS;PSC / PT do B;191
175;13;15021;1,6E+11;SEBASTIÃO DOMINGOS PEREIRA;BARÃO DA KOMBI VERDE;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;1,6E+11;PARTIDO ISOLADO;PMDB;13
176;13;14614;1,6E+11;JOSIAS ISRAEL DIAS;JOSIAS DIAS;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;1,6E+11;PARTIDO ISOLADO;PTB;22
4;13;65654;1,6E+11;ELIZABETE FERREIRA;BETE FERREIRA;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;65;PC do B;PARTIDO COMUNISTA DO BRASIL;1,6E+11;INOVA CURITIBA;PR / PC do B;2
1;13;55999;1,6E+11;JOZIRA FERREIRA DA COSTA;JOZIRA DA COSTA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;1,6E+11;UNIDOS POR CURITIBA;PRB / DEM / PHS / PMN / PSB / PSDB / PSD;10
174;13;20800;1,6E+11;MAURICIO BASTOS;PROF. MAURICIO BASTOS;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;20;PSC;PARTIDO SOCIAL CRISTÃO;1,6E+11;CURITIBA NOVAS IDEIAS;PSC / PT do B;3
2;13;20321;1,6E+11;CELIO ANDRADE DA SILVA;CELIO ANDRADE;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;20;PSC;PARTIDO SOCIAL CRISTÃO;1,6E+11;CURITIBA NOVAS IDEIAS;PSC / PT do B;28
175;13;17232;1,6E+11;CREVES DE OLIVEIRA ALMEIDA;CREVES;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;17;PSL;PARTIDO SOCIAL LIBERAL;1,6E+11;PARTIDO ISOLADO;PSL;29
176;13;11133;1,6E+11;LUIZ CARLOS CONCEIÇÃO;LUIZ CARLOS CONCEIÇÃO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;11;PP;PARTIDO PROGRESSISTA;1,6E+11;PARTIDO ISOLADO;PP;0
175;13;27444;1,6E+11;FERNANDO JOSÉ RODRIGUES DE OLIVEIRA;FERNANDO DA PADARIA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;1,6E+11;PARTIDO ISOLADO;PSDC;44
174;13;25625;1,6E+11;SABINO PICOLO;SABINO PICOLO;VEREADOR;12;APTO;2;DEFERIDO;2;ELEITO POR QP;25;DEM;DEMOCRATAS;1,6E+11;UNIDOS POR CURITIBA;PRB / DEM / PHS / PMN / PSB / PSDB / PSD;405
2;13;45214;1,6E+11;TEREZINHA APARECIDA DE LIMA;TEREZINHA LIMA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;1,6E+11;UNIDOS POR CURITIBA;PRB / DEM / PHS / PMN / PSB / PSDB / PSD;12
4;13;44110;1,6E+11;SEBASTIÃO LEMES VIEIRA;TIÃO VIEIRA;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;1,6E+11;PARTIDO ISOLADO;PRP;5
175;13;12212;1,6E+11;MARIA DA PIEDADE MONTEIRO DE ALMEIDA MOTTA;MARIA PIA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;1,6E+11;PDT/PT/PV;PDT / PT / PV;8
177;13;23070;1,6E+11;NELSON FERREIRA;NELSON;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;23;PPS;PARTIDO POPULAR SOCIALISTA;1,6E+11;PARTIDO ISOLADO;PPS;0
176;13;11470;1,6E+11;REGINA FARIA GOMES;REGINA FARIA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;11;PP;PARTIDO PROGRESSISTA;1,6E+11;PARTIDO ISOLADO;PP;9
175;13;50010;1,6E+11;AMADORA GIRALDELLI SANCHES BUENO;PROFESSORA AMADÓRA;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;1,6E+11;PARTIDO ISOLADO;PSOL;8
145;13;14863;1,6E+11;WANDERLEY VEIGA;PROFESSOR WANDERLEY VEIGA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;1,6E+11;PARTIDO ISOLADO;PTB;15
177;13;14000;1,6E+11;PAULO ALBERTO KRONEIS;PAULINHO KRONEIS;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;1,6E+11;PARTIDO ISOLADO;PTB;167
3;13;14055;1,6E+11;JOSE KUDLINSKI;ZÉ COXINHA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;1,6E+11;PARTIDO ISOLADO;PTB;4
4;13;25625;1,6E+11;SABINO PICOLO;SABINO PICOLO;VEREADOR;12;APTO;2;DEFERIDO;2;ELEITO POR QP;25;DEM;DEMOCRATAS;1,6E+11;UNIDOS POR CURITIBA;PRB / DEM / PHS / PMN / PSB / PSDB / PSD;1153
177;13;23123;1,6E+11;HELIO RENATO WIRBISKI;HELIO WIRBISKI;VEREADOR;12;APTO;2;DEFERIDO;2;ELEITO POR QP;23;PPS;PARTIDO POPULAR SOCIALISTA;1,6E+11;PARTIDO ISOLADO;PPS;537
174;13;45888;1,6E+11;JORGE YAMAWAKI;JORGE YAMAWAKI;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;1,6E+11;UNIDOS POR CURITIBA;PRB / DEM / PHS / PMN / PSB / PSDB / PSD;599
4;13;12710;1,6E+11;EDUARDO JOSE FERRAZ;EDUARDO FERRAZ;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;1,6E+11;PDT/PT/PV;PDT / PT / PV;587
177;13;55233;1,6E+11;ZILDO COSTA;ZILDO COSTA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;1,6E+11;UNIDOS POR CURITIBA;PRB / DEM / PHS / PMN / PSB / PSDB / PSD;319
145;13;20800;1,6E+11;MAURICIO BASTOS;PROF. MAURICIO BASTOS;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;20;PSC;PARTIDO SOCIAL CRISTÃO;1,6E+11;CURITIBA NOVAS IDEIAS;PSC / PT do B;30
174;13;44110;1,6E+11;SEBASTIÃO LEMES VIEIRA;TIÃO VIEIRA;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;1,6E+11;PARTIDO ISOLADO;PRP;7
2;13;44944;1,6E+11;MARCOS CARDOSO;MARQUINHOS CARDOSO;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;1,6E+11;PARTIDO ISOLADO;PRP;4
178;13;12000;1,6E+11;JORGE LUIZ BERNARDI;JORGE BERNARDI;VEREADOR;12;APTO;2;DEFERIDO;2;ELEITO POR QP;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;1,6E+11;PDT/PT/PV;PDT / PT / PV;650
3;13;55233;1,6E+11;ZILDO COSTA;ZILDO COSTA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;1,6E+11;UNIDOS POR CURITIBA;PRB / DEM / PHS / PMN / PSB / PSDB / PSD;74
177;13;20500;1,6E+11;NAPOLEAO DE VASCONCELOS;NAPOLEAO VASCONCELOS;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;20;PSC;PARTIDO SOCIAL CRISTÃO;1,6E+11;CURITIBA NOVAS IDEIAS;PSC / PT do B;9
3;13;27713;1,6E+11;NADIR FERREIRA DA SILVA;NADIR;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;1,6E+11;PARTIDO ISOLADO;PSDC;1
4;13;27137;1,6E+11;CENIRA TRINDADE DOS SANTOS;CENIRA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;1,6E+11;PARTIDO ISOLADO;PSDC;31
145;13;27002;1,6E+11;ALICINO SARAIVA;PIRAQUARA DA CIC;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;1,6E+11;PARTIDO ISOLADO;PSDC;21
3;13;25625;1,6E+11;SABINO PICOLO;SABINO PICOLO;VEREADOR;12;APTO;2;DEFERIDO;2;ELEITO POR QP;25;DEM;DEMOCRATAS;1,6E+11;UNIDOS POR CURITIBA;PRB / DEM / PHS / PMN / PSB / PSDB / PSD;609
3;13;23070;1,6E+11;NELSON FERREIRA;NELSON;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;23;PPS;PARTIDO POPULAR SOCIALISTA;1,6E+11;PARTIDO ISOLADO;PPS;1
176;13;45214;1,6E+11;TEREZINHA APARECIDA DE LIMA;TEREZINHA LIMA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;1,6E+11;UNIDOS POR CURITIBA;PRB / DEM / PHS / PMN / PSB / PSDB / PSD;13
4;13;11470;1,6E+11;REGINA FARIA GOMES;REGINA FARIA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;11;PP;PARTIDO PROGRESSISTA;1,6E+11;PARTIDO ISOLADO;PP;11
4;13;12001;1,6E+11;RAUL ALCÂNTARA DE SOUZA;RAUL ALCÂNTARA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;1,6E+11;PDT/PT/PV;PDT / PT / PV;77
2;13;50010;1,6E+11;AMADORA GIRALDELLI SANCHES BUENO;PROFESSORA AMADÓRA;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;1,6E+11;PARTIDO ISOLADO;PSOL;19
176;13;50010;1,6E+11;AMADORA GIRALDELLI SANCHES BUENO;PROFESSORA AMADÓRA;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;1,6E+11;PARTIDO ISOLADO;PSOL;19
4;13;20043;1,6E+11;ARLETE IVONE CARAMES;ARLETE MÃE DO GUILHERME;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;20;PSC;PARTIDO SOCIAL CRISTÃO;1,6E+11;CURITIBA NOVAS IDEIAS;PSC / PT do B;203
174;13;20321;1,6E+11;CELIO ANDRADE DA SILVA;CELIO ANDRADE;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;20;PSC;PARTIDO SOCIAL CRISTÃO;1,6E+11;CURITIBA NOVAS IDEIAS;PSC / PT do B;150
178;13;14055;1,6E+11;JOSE KUDLINSKI;ZÉ COXINHA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;1,6E+11;PARTIDO ISOLADO;PTB;1
174;13;43021;1,6E+11;PAULO MAZZA DE SOUZA;MAZZA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;43;PV;PARTIDO VERDE;1,6E+11;PDT/PT/PV;PDT / PT / PV;30
3;13;27011;1,6E+11;RAPHAEL DE SOUZA LOBO;RAPHA LOBO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;1,6E+11;PARTIDO ISOLADO;PSDC;78
176;13;27011;1,6E+11;RAPHAEL DE SOUZA LOBO;RAPHA LOBO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;1,6E+11;PARTIDO ISOLADO;PSDC;54
178;13;27700;1,6E+11;SILVESTRE AUGUSTO MADEIRA;MADEIRA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;1,6E+11;PARTIDO ISOLADO;PSDC;491
175;13;45214;1,6E+11;TEREZINHA APARECIDA DE LIMA;TEREZINHA LIMA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;1,6E+11;UNIDOS POR CURITIBA;PRB / DEM / PHS / PMN / PSB / PSDB / PSD;12
175;13;45166;1,6E+11;LEONICE MOTTA VIEIRA;NICE VIEIRA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;1,6E+11;UNIDOS POR CURITIBA;PRB / DEM / PHS / PMN / PSB / PSDB / PSD;69
1;13;44168;1,6E+11;VALÉRIO CAVALHEIRO;VALERIO CAVALHEIRO;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;1,6E+11;PARTIDO ISOLADO;PRP;4
4;13;17177;1,6E+11;CLAUDINEI MENEGUETTI;MENEGUETTI;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;17;PSL;PARTIDO SOCIAL LIBERAL;1,6E+11;PARTIDO ISOLADO;PSL;16
145;13;17177;1,6E+11;CLAUDINEI MENEGUETTI;MENEGUETTI;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;17;PSL;PARTIDO SOCIAL LIBERAL;1,6E+11;PARTIDO ISOLADO;PSL;14
175;13;15145;1,6E+11;JOAO SOBIERANSKI;JOAO SOBIERANSKI;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;1,6E+11;PARTIDO ISOLADO;PMDB;60
3;13;15115;1,6E+11;CLAUDIO CORREA GOMES;CLAUDIO GOMES;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;1,6E+11;PARTIDO ISOLADO;PMDB;27
176;13;36521;1,6E+11;VALDEMIR ADRIANO SANTI;VALDEMIR SANTI;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;1,6E+11;CURITIBA MAIS FORTE;PTN / PTC;4
4;13;36123;1,6E+11;ADALMO ROMILSON ALVES;ADALMO HOMEM DO COLCHÃO;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;1,6E+11;CURITIBA MAIS FORTE;PTN / PTC;41
2;13;27011;1,6E+11;RAPHAEL DE SOUZA LOBO;RAPHA LOBO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;1,6E+11;PARTIDO ISOLADO;PSDC;53
145;13;44555;1,6E+11;DORINEY ROBERTO DOS SANTOS;NEY ROBERTO;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;1,6E+11;PARTIDO ISOLADO;PRP;16
178;13;15215;1,6E+11;PAULO CESAR LANGER;PAULO LANGER;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;1,6E+11;PARTIDO ISOLADO;PMDB;0
174;13;14044;1,6E+11;CATHERINE JULIA CARVALHO MARTINS;CATHERINE;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;1,6E+11;PARTIDO ISOLADO;PTB;0
2;13;14444;1,6E+11;ELISIANA PAES LEITE;ELISIANA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;1,6E+11;PARTIDO ISOLADO;PTB;8
175;13;44770;1,6E+11;GUILHERME MAX ESCHHOLZ;MAX TATU;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;1,6E+11;PARTIDO ISOLADO;PRP;4
178;13;13333;1,6E+11;CARLOS ALBERTO LIMA;CARLOS LIMA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;13;PT;PARTIDO DOS TRABALHADORES;1,6E+11;PDT/PT/PV;PDT / PT / PV;12
176;13;20240;1,6E+11;JUVENIL SAMPAIO DE SOUZA;J SAMPAIO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;20;PSC;PARTIDO SOCIAL CRISTÃO;1,6E+11;CURITIBA NOVAS IDEIAS;PSC / PT do B;668
4;13;19111;1,6E+11;RUBENEZ DE CAMPOS LEITE;NENO DO ESPORTE;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;19;PTN;PARTIDO TRABALHISTA NACIONAL;1,6E+11;CURITIBA MAIS FORTE;PTN / PTC;2
2;13;19123;1,6E+11;ELIEZER SILVESTRE DE LARA;ELIEZER DO GÁS;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;19;PTN;PARTIDO TRABALHISTA NACIONAL;1,6E+11;CURITIBA MAIS FORTE;PTN / PTC;35
3;13;19029;1,6E+11;MARCOS MANOEL DA SILVA;MARCOS DA BANCA;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;19;PTN;PARTIDO TRABALHISTA NACIONAL;1,6E+11;CURITIBA MAIS FORTE;PTN / PTC;90
145;13;19029;1,6E+11;MARCOS MANOEL DA SILVA;MARCOS DA BANCA;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;19;PTN;PARTIDO TRABALHISTA NACIONAL;1,6E+11;CURITIBA MAIS FORTE;PTN / PTC;19
2;13;19007;1,6E+11;ELIANA COMIRAN CAMBOIM;ELIANA CAMBOIM;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;19;PTN;PARTIDO TRABALHISTA NACIONAL;1,6E+11;CURITIBA MAIS FORTE;PTN / PTC;3
176;13;23330;1,6E+11;RENATO BAGGIO BERBICZ;PROF RENATO BAGGIO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;23;PPS;PARTIDO POPULAR SOCIALISTA;1,6E+11;PARTIDO ISOLADO;PPS;85
1;13;11411;1,6E+11;MIGUEL SANDOR SZOLLOSI;MIGUEL DA VERANEIO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;11;PP;PARTIDO PROGRESSISTA;1,6E+11;PARTIDO ISOLADO;PP;91
2;13;11200;1,6E+11;THIAGO KRONIT FERRO;PASTOR THIAGO FERRO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;11;PP;PARTIDO PROGRESSISTA;1,6E+11;PARTIDO ISOLADO;PP;384
3;13;13333;1,6E+11;CARLOS ALBERTO LIMA;CARLOS LIMA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;13;PT;PARTIDO DOS TRABALHADORES;1,6E+11;PDT/PT/PV;PDT / PT / PV;49
145;13;54054;1,6E+11;CAROLINA RIBAS E SILVA;CAROLINA RIBAS;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;54;PPL;PARTIDO PÁTRIA LIVRE;1,6E+11;PARTIDO ISOLADO;PPL;24
178;13;20444;1,6E+11;WALTER GODINHO DA ROCHA;PRETO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;20;PSC;PARTIDO SOCIAL CRISTÃO;1,6E+11;CURITIBA NOVAS IDEIAS;PSC / PT do B;18
178;13;20184;1,6E+11;SERGIO INACIO DA SILVA;SERGINHO TECLADO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;20;PSC;PARTIDO SOCIAL CRISTÃO;1,6E+11;CURITIBA NOVAS IDEIAS;PSC / PT do B;2
4;13;20041;1,6E+11;ANDRE ATILA BONILAURI MENDES;ANDRE ATILA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;20;PSC;PARTIDO SOCIAL CRISTÃO;1,6E+11;CURITIBA NOVAS IDEIAS;PSC / PT do B;206
2;13;17191;1,6E+11;DEIZI CRISTINA WITZKI DE BARROS;DEIZI BARROS;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;17;PSL;PARTIDO SOCIAL LIBERAL;1,6E+11;PARTIDO ISOLADO;PSL;1
3;13;36700;1,6E+11;GUARACY PRESTES RIBAS;GUARACY RIBAS;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;1,6E+11;CURITIBA MAIS FORTE;PTN / PTC;4
178;13;22123;1,6E+11;ANTONIO CARLOS MAGNO;MAGNO;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;22;PR;PARTIDO DA REPÚBLICA;1,6E+11;INOVA CURITIBA;PR / PC do B;20
2;13;11004;1,6E+11;JOÃO EMÍLIO SILVA;PROFESSOR JOÃO EMÍLIO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;11;PP;PARTIDO PROGRESSISTA;1,6E+11;PARTIDO ISOLADO;PP;61
178;13;19111;1,6E+11;RUBENEZ DE CAMPOS LEITE;NENO DO ESPORTE;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;19;PTN;PARTIDO TRABALHISTA NACIONAL;1,6E+11;CURITIBA MAIS FORTE;PTN / PTC;4
177;13;19777;1,6E+11;NUNO AMARAL;NUNO AMARAL;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;19;PTN;PARTIDO TRABALHISTA NACIONAL;1,6E+11;CURITIBA MAIS FORTE;PTN / PTC;2
175;13;17047;1,6E+11;RODRIGO MORITZ BRITEZ;RODRIGO BRITEZ;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;17;PSL;PARTIDO SOCIAL LIBERAL;1,6E+11;PARTIDO ISOLADO;PSL;3
177;13;44644;1,6E+11;AGOSTINHO LOPES SANTANA;AGOSTINHO DA FLORICULTURA;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;1,6E+11;PARTIDO ISOLADO;PRP;0
175;13;44644;1,6E+11;AGOSTINHO LOPES SANTANA;AGOSTINHO DA FLORICULTURA;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;1,6E+11;PARTIDO ISOLADO;PRP;27
176;13;19007;1,6E+11;ELIANA COMIRAN CAMBOIM;ELIANA CAMBOIM;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;19;PTN;PARTIDO TRABALHISTA NACIONAL;1,6E+11;CURITIBA MAIS FORTE;PTN / PTC;2
4;13;17041;1,6E+11;RICARDO NELSON HALICK;RICARDO HALICK;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;17;PSL;PARTIDO SOCIAL LIBERAL;1,6E+11;PARTIDO ISOLADO;PSL;44
1;13;15909;1,6E+11;RUBIANA PILATTI TRENTIN;RUBIANA PILATTI;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;1,6E+11;PARTIDO ISOLADO;PMDB;69
177;13;40222;1,6E+11;LUIZ CARLOS DÉA;MESTRE DÉA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;1,6E+11;UNIDOS POR CURITIBA;PRB / DEM / PHS / PMN / PSB / PSDB / PSD;243
3;13;14010;1,6E+11;ROSE MARA BAPTISTA;ROSE DO DESPACHANTE OLIVEIRA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;1,6E+11;PARTIDO ISOLADO;PTB;68
2;13;40000;1,6E+11;PAULO ENÉAS BORGES BUENO NETTO;PAULO DA ABICAM;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;1,6E+11;UNIDOS POR CURITIBA;PRB / DEM / PHS / PMN / PSB / PSDB / PSD;64
3;13;36018;1,6E+11;JULIO CESAR DOS SANTOS;JULIO CESAR;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;1,6E+11;CURITIBA MAIS FORTE;PTN / PTC;104
